Size: 20000

['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11']

XGBoost (accuracy): [0.9, 0.9178, 0.9351, 0.9275, 0.931, 0.95675, 0.9305, 0.90185, 0.9177, 0.95425, 0.95195]

AdaBoost (CB) (accuracy): [0.9239, 0.9195, 0.938, 0.92705, 0.9302, 0.9571, 0.9331, 0.907, 0.9009, 0.95285, 0.9516]

AdaBoost (RF) (accuracy): [0.8984, 0.91045, 0.9349, 0.91685, 0.9208, 0.9539, 0.9232, 0.8919, 0.9007, 0.9464, 0.9418]

LightGBM (accuracy): [0.90885, 0.9146, 0.93525, 0.92455, 0.92865, 0.956, 0.93125, 0.90635, 0.9118, 0.9554, 0.9503]

AdaBoost (LGBM) (accuracy): [0.925, 0.9266, 0.94765, 0.93325, 0.93885, 0.9612, 0.93415, 0.91785, 0.91085, 0.9577, 0.95565]

XGBoost (auc): [0.9043795505612087, 0.9173039663095867, 0.9349967796916062, 0.9263017485400008, 0.9303331013884475, 0.9566980866969501, 0.9301935308159374, 0.8970478163416659, 0.9079355433736299, 0.9542704673452568, 0.9521245372568466]

AdaBoost (CB) (auc): [0.9249557233835594, 0.9193219484075515, 0.9380319547710001, 0.9258498726243986, 0.9292700740925257, 0.9568936458049458, 0.9329446963264391, 0.8994218529629892, 0.8846164025522683, 0.9528654091357024, 0.9517437040869567]

AdaBoost (RF) (auc): [0.9041724238284885, 0.9096217434468624, 0.9352195103879664, 0.9150395210267428, 0.9202044272780651, 0.9538497727949625, 0.9225380092600008, 0.8866122160440886, 0.8820042956127541, 0.9464183855822771, 0.9420733757441803]

LightGBM (auc): [0.9082757125552883, 0.9142920049318667, 0.9351629641255393, 0.9232736154108784, 0.9278694483703027, 0.955879662317384, 0.9309246783831847, 0.9000156152095034, 0.9025071354004903, 0.9554206622517828, 0.9504592259393062]

AdaBoost (LGBM) (auc): [0.9265385059083556, 0.9262762005412243, 0.947845196909405, 0.9321649256212323, 0.9382210909231967, 0.960988150860364, 0.9338284416603919, 0.9118030529945254, 0.8960821638474443, 0.9577343722374643, 0.9558044811446329]

XGBoost (precision): [0.946776611694153, 0.9290267743306417, 0.9368187518086235, 0.9617364063548892, 0.9235955056179775, 0.9584016986777338, 0.9332983193277311, 0.9108472024755373, 0.9325172149961745, 0.9597741707833451, 0.9737088226124909]

AdaBoost (CB) (precision): [0.9483345272206304, 0.920730442000415, 0.9427766443213834, 0.9612845473872664, 0.9180707276430291, 0.9550067011296189, 0.9323057696313268, 0.9043662430759205, 0.9101241214296396, 0.9570724841660803, 0.9694908266336838]

AdaBoost (RF) (precision): [0.9530028598665395, 0.9319097940952173, 0.9468851811629974, 0.9712812097057789, 0.9156796390298928, 0.9557829696852674, 0.9343910806174958, 0.9019542341740437, 0.9054873539417246, 0.9513595166163142, 0.9757685738684885]

LightGBM (precision): [0.9286786124106275, 0.9195643066610808, 0.9373431164317436, 0.9610667266794194, 0.9193924145000466, 0.9560492402385075, 0.9345882847828373, 0.9083944311722547, 0.9301091803782869, 0.9609800362976406, 0.9700890084868558]

AdaBoost (LGBM) (precision): [0.9516651665166517, 0.9329485834207765, 0.9559169278996865, 0.9643768727111308, 0.9313900084356547, 0.9586681974741676, 0.9376380271321906, 0.9175240760556425, 0.9186595696828848, 0.9668766510871774, 0.9749870801033592]

XGBoost (recall): [0.875866851595007, 0.8995884773662551, 0.9379043940125543, 0.8858202802967848, 0.9459148446490219, 0.958124276341181, 0.9216804979253111, 0.923905666779776, 0.9410129709697344, 0.9485850936628138, 0.9297479658662433]

AdaBoost (CB) (recall): [0.9180825242718447, 0.912962962962963, 0.9371318203766297, 0.8853050288540808, 0.9509973149213655, 0.9625627170976457, 0.9286307053941909, 0.9418052256532067, 0.9397776405188388, 0.9485850936628138, 0.9333201031950784]

AdaBoost (RF) (recall): [0.8665915395284327, 0.8800411522633745, 0.9262192177691936, 0.8538746908491344, 0.9341196777905638, 0.9552296410652258, 0.904149377593361, 0.9161859518154055, 0.9453366275478691, 0.9413112793941809, 0.9070252034133757]

LightGBM (recall): [0.9120145631067961, 0.9032921810699589, 0.9376146788990826, 0.8801525144270403, 0.9461066359800537, 0.9591856426090313, 0.9218879668049793, 0.9354428232100441, 0.9339870290302656, 0.9496811478676763, 0.9300456439769795]

AdaBoost (LGBM) (recall): [0.9165221914008321, 0.9147119341563786, 0.9423466924191212, 0.8955070074196207, 0.952915228231684, 0.9668081821690467, 0.924896265560166, 0.9456226671191041, 0.9461087090796788, 0.9481865284974094, 0.9359992061917047]

