Size: 40000

['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']

Nearest Neighbors (accuracy): [0.8888499999999999, 0.8, 0.693475, 0.694275, 0.672675, 0.707775, 0.6819, 0.65705, 0.663025, 0.72625, 0.69625]

Decision Tree (accuracy): [0.9141875, 0.873725, 0.89425, 0.871975, 0.853, 0.884525, 0.838375, 0.813075, 0.823975, 0.854625, 0.830875]

Random Forest (accuracy): [0.9237375, 0.88835, 0.9141, 0.871, 0.848325, 0.869875, 0.8566, 0.819175, 0.834925, 0.8825, 0.858925]

AdaBoost (RF) (accuracy): [0.9624625000000002, 0.9363, 0.9479, 0.932625, 0.919375, 0.929075, 0.917325, 0.90245, 0.8952, 0.932525, 0.920275]

LightGBM (accuracy): [0.9510124999999998, 0.922875, 0.9318, 0.928075, 0.9166, 0.936775, 0.920825, 0.90525, 0.86565, 0.923125, 0.907925]

Nearest Neighbors (auc): [0.9470131854914297, 0.8006803160379705, 0.6958117819729752, 0.6912653601828314, 0.6791663128033354, 0.714078191658562, 0.6730576582803649, 0.6915176270482817, 0.7123866231875631, 0.7256851424473156, 0.696653699770057]

Decision Tree (auc): [0.9448253755707269, 0.8733340099848705, 0.8941071119227021, 0.8701925184823902, 0.8551747794881224, 0.8862913944836541, 0.834826058517674, 0.8264991953232349, 0.8346486819166125, 0.8545677361087889, 0.8309647177526538]

Random Forest (auc): [0.9810216722593166, 0.8873059117378699, 0.9145630313928659, 0.8681843727651151, 0.8516774874266126, 0.8729949450549516, 0.8530191276547688, 0.833922754932471, 0.8458400747523436, 0.8824441593709912, 0.8590295602407465]

AdaBoost (RF) (auc): [0.994274750461152, 0.9353400605347238, 0.9485495549482977, 0.9310105501086918, 0.9214914255133698, 0.9309912242168915, 0.9146836768638882, 0.9124803139710611, 0.9085017759636871, 0.93241764337311, 0.9203674439792094]

LightGBM (auc): [0.9905716436399272, 0.9224367824572848, 0.9319406830853078, 0.9268856788739044, 0.9179187191000646, 0.9377800677035136, 0.9192433248752226, 0.91154365560635, 0.8789981927217595, 0.9230902622068123, 0.9079693180105587]

Nearest Neighbors (precision): [0.9071603789548031, 0.7773672953529068, 0.7408830275229358, 0.7233736146766013, 0.7895135626610092, 0.8301927973808658, 0.7929815016322089, 0.8599403071995341, 0.8921120230561995, 0.8218922602395811, 0.8003346771126493]

Decision Tree (precision): [0.9251126789423336, 0.8773451048399811, 0.8970282676975114, 0.9119569618788685, 0.90911594602038, 0.930655571558116, 0.898352852758815, 0.9161936216327794, 0.9195626189738368, 0.8648634671079851, 0.8588953739731949]

Random Forest (precision): [0.9361434467320816, 0.9123261973074377, 0.9308688910009504, 0.9441525953721076, 0.9347877638131373, 0.9494021833304453, 0.9227964290204954, 0.9277876476120807, 0.9273280155127583, 0.8934718561017212, 0.8945436616631971]

AdaBoost (RF) (precision): [0.9747046279193331, 0.9637553624463755, 0.968906163242643, 0.9784168532231216, 0.9779973793404674, 0.9804383943405327, 0.9745950146452268, 0.9747963953544407, 0.97145822522055, 0.958382118147951, 0.9564605220405069]

LightGBM (precision): [0.959405410500997, 0.9317713016343153, 0.9395186982306524, 0.9589666499638104, 0.953595077949841, 0.9647316650527497, 0.9509091932669032, 0.9593009780744449, 0.9529520295202952, 0.9305938873556169, 0.9242895664799834]

Nearest Neighbors (recall): [0.8897318614899798, 0.8238203173294869, 0.6253206214005711, 0.5966225986366454, 0.5025319508078129, 0.5495039969180391, 0.4558011049723757, 0.5004024230101242, 0.5477381135559317, 0.575056461731493, 0.5248665635755974]

Decision Tree (recall): [0.9189690428709767, 0.8600350298784257, 0.8984174611624643, 0.8141396405701301, 0.7959971063419339, 0.8401714340749302, 0.7476284790993433, 0.7520650654466895, 0.799046007078012, 0.839297365119197, 0.7927869506659351]

Random Forest (recall): [0.924925048623763, 0.8517927055429632, 0.9005952669021923, 0.7796426358190457, 0.7604533397636846, 0.791534238659347, 0.7650370061503179, 0.7521497860803998, 0.809432220341591, 0.8675533249686324, 0.8145358407741807]

AdaBoost (RF) (recall): [0.9568349879774157, 0.9026890583144447, 0.9289551372017616, 0.8802416856021483, 0.8639016156257535, 0.8809592603293845, 0.8497863025122485, 0.8568644893463803, 0.8641329435297738, 0.9037892095357591, 0.8810295804858582]

LightGBM (recall): [0.9515356440904691, 0.907531423861529, 0.9276968494410298, 0.8894856434620946, 0.8820352061731372, 0.911538091110469, 0.8803815281976441, 0.8766467573177448, 0.834474534543776, 0.9138268506900878, 0.8891105901132339]

