Size: 1000

['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']

CB 10, 250 (precision): [0.9194457561714199, 0.8786610878661087, 0.8998109640831758, 0.9185022026431718, 0.9393939393939394, 0.9218390804597701, 0.9070796460176991, 0.9235181644359465, 0.9074733096085409, 0.8460111317254174, 0.8647058823529412]

CB 4, 25 (recall): [0.9066843629343628, 0.8559670781893004, 0.9198473282442748, 0.8673469387755102, 0.8268876611418048, 0.8503937007874016, 0.8486707566462167, 0.8674911660777385, 0.8006329113924051, 0.883399209486166, 0.8742632612966601]

CB 4, 100 (recall): [0.9039977477477477, 0.8703703703703703, 0.9103053435114504, 0.8551020408163266, 0.8084714548802947, 0.797244094488189, 0.8425357873210634, 0.8445229681978799, 0.8069620253164557, 0.9011857707509882, 0.8762278978388998]

CB 4, 250 (recall): [0.8986084298584298, 0.8847736625514403, 0.9198473282442748, 0.8591836734693877, 0.8287292817679558, 0.8464566929133859, 0.8343558282208589, 0.8551236749116607, 0.7943037974683544, 0.9051383399209486, 0.8801571709233792]

CB 6, 25 (recall): [0.8977316602316602, 0.8744855967078189, 0.9312977099236641, 0.8673469387755102, 0.8268876611418048, 0.8503937007874016, 0.852760736196319, 0.8515901060070671, 0.8037974683544303, 0.8794466403162056, 0.8644400785854617]

CB 6, 100 (recall): [0.8977075289575289, 0.8703703703703703, 0.916030534351145, 0.8530612244897959, 0.8029465930018416, 0.8484251968503937, 0.8425357873210634, 0.8533568904593639, 0.7879746835443038, 0.8873517786561265, 0.8722986247544204]

CB 6, 250 (recall): [0.9004021879021881, 0.8703703703703703, 0.9179389312977099, 0.863265306122449, 0.8158379373848987, 0.844488188976378, 0.8568507157464212, 0.8604240282685512, 0.7895569620253164, 0.8873517786561265, 0.8781925343811395]

CB 10, 25 (recall): [0.8905485842985843, 0.8333333333333334, 0.898854961832061, 0.810204081632653, 0.716390423572744, 0.7007874015748031, 0.7975460122699386, 0.7826855123674912, 0.7832278481012658, 0.8162055335968379, 0.8015717092337917]

CB 10, 100 (recall): [0.9021879021879021, 0.8559670781893004, 0.9103053435114504, 0.8489795918367347, 0.7918968692449355, 0.8405511811023622, 0.8323108384458078, 0.8321554770318021, 0.7958860759493671, 0.8873517786561265, 0.8585461689587426]

CB 10, 250 (recall): [0.8959298584298585, 0.8641975308641975, 0.9083969465648855, 0.8510204081632653, 0.7992633517495396, 0.7893700787401575, 0.8384458077709611, 0.8533568904593639, 0.8069620253164557, 0.9011857707509882, 0.8664047151277013]

