Size: 1000

['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']

AdaBoost (RF) (accuracy): [0.8805, 0.859, 0.893, 0.845, 0.811, 0.794, 0.849, 0.82, 0.82, 0.843, 0.837]

LightGBM (accuracy): [0.9040000000000001, 0.879, 0.907, 0.895, 0.859, 0.889, 0.884, 0.88, 0.813, 0.871, 0.854]

Adaboost (LGBM) (accuracy): [0.9, 0.875, 0.907, 0.885, 0.869, 0.887, 0.887, 0.879, 0.817, 0.866, 0.841]

Optimized LightGBM (accuracy): [0.9095000000000001, 0.886, 0.912, 0.901, 0.88, 0.889, 0.891, 0.882, 0.826, 0.863, 0.87]

AdaBoost (RF) (auc): [0.9541782074875472, 0.8581327760964597, 0.8929934569247547, 0.8431572629051621, 0.8209416847000414, 0.7960597913065746, 0.8474521668487548, 0.8302421390304668, 0.8269468904788113, 0.8427733593637482, 0.8370732117205975]

LightGBM (auc): [0.9646541845453361, 0.8784847320299115, 0.9066409006350632, 0.8940576230492198, 0.8641008901837994, 0.8897877856731322, 0.883151445299525, 0.8832456725993714, 0.8197062465602641, 0.8707053815749468, 0.853988692336317]

Adaboost (LGBM) (auc): [0.9649778677517441, 0.8746497253847016, 0.9065446789402783, 0.8838935574229693, 0.8740021196771321, 0.8876912489597337, 0.8862189299621017, 0.882899643386364, 0.8211681342872867, 0.8657886735689939, 0.8408944498017357]

Optimized LightGBM (auc): [0.9677766097622136, 0.8853501144897601, 0.911604336391045, 0.9000200080032013, 0.8851707226648291, 0.8896917610908393, 0.8901768455932673, 0.8863558645845206, 0.830558613098514, 0.8626802259525371, 0.8699218546809165]

AdaBoost (RF) (precision): [0.9065396455880158, 0.8758169934640523, 0.9017341040462428, 0.9177057356608479, 0.9296116504854369, 0.901595744680851, 0.9004739336492891, 0.9141630901287554, 0.9035714285714286, 0.8336520076481836, 0.8446215139442231]

LightGBM (precision): [0.9291333077047405, 0.8874734607218684, 0.9089184060721063, 0.9325842696629213, 0.9258474576271186, 0.9343544857768052, 0.9116997792494481, 0.9239543726235742, 0.8980322003577818, 0.8563327032136105, 0.8579881656804734]

Adaboost (LGBM) (precision): [0.9249930276132527, 0.8784067085953878, 0.9073724007561437, 0.9290617848970252, 0.9345991561181435, 0.9265658747300216, 0.9122807017543859, 0.927063339731286, 0.8945518453427065, 0.8563218390804598, 0.841796875]

Optimized LightGBM (precision): [0.9352652511891437, 0.8991416309012875, 0.9128787878787878, 0.9413092550790068, 0.9471458773784355, 0.9287257019438445, 0.9185022026431718, 0.9324324324324325, 0.9017543859649123, 0.847457627118644, 0.8708414872798435]

AdaBoost (RF) (recall): [0.8770672458172459, 0.8271604938271605, 0.8931297709923665, 0.7510204081632653, 0.7053406998158379, 0.6673228346456693, 0.7770961145194274, 0.7526501766784452, 0.8006329113924051, 0.8616600790513834, 0.8330058939096268]

LightGBM (recall): [0.896838803088803, 0.8600823045267489, 0.9141221374045801, 0.8469387755102041, 0.8047882136279927, 0.8405511811023622, 0.8445807770961146, 0.8586572438162544, 0.7943037974683544, 0.8952569169960475, 0.8546168958742633]

Adaboost (LGBM) (recall): [0.8932351994851995, 0.8621399176954733, 0.916030534351145, 0.8285714285714286, 0.8158379373848987, 0.844488188976378, 0.8507157464212679, 0.8533568904593639, 0.805379746835443, 0.883399209486166, 0.8467583497053045]

Optimized LightGBM (recall): [0.9004102316602317, 0.8621399176954733, 0.9198473282442748, 0.8510204081632653, 0.8250460405156538, 0.8464566929133859, 0.852760736196319, 0.8533568904593639, 0.8132911392405063, 0.8893280632411067, 0.8742632612966601]

