Size: 10000

['Training data', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12']

XGBoost (accuracy): [0.9440999999999999, 0.9131, 0.9271, 0.9199, 0.9053, 0.9233, 0.9057, 0.8992, 0.8617, 0.9135, 0.8959]

Boosted CatBoost (accuracy): [0.9482000000000002, 0.9216, 0.935, 0.9294, 0.9209, 0.9364, 0.9238, 0.9151, 0.8756, 0.9339, 0.9198]

AdaBoost (RF) (accuracy): [0.9374500000000001, 0.9052, 0.925, 0.911, 0.8939, 0.9087, 0.8956, 0.8711, 0.8567, 0.9109, 0.8941]

AdaBoost (LGBM) (accuracy): [0.9493, 0.9254, 0.9348, 0.9343, 0.9262, 0.9366, 0.9221, 0.9117, 0.8706, 0.9352, 0.9213]

Optimized LightGBM (accuracy): [0.9522999999999999, 0.9216, 0.9354, 0.9336, 0.9232, 0.9323, 0.92, 0.9102, 0.881, 0.9351, 0.9187]

XGBoost (auc): [0.9870887242758425, 0.9124745665163141, 0.927219260425049, 0.9194407746507722, 0.9072442919164957, 0.9245275198075877, 0.9043743570653763, 0.906665884017718, 0.8727822627288936, 0.913647070590883, 0.8961406140614061]

Boosted CatBoost (auc): [0.9889178292505187, 0.9210672536914006, 0.9351634973083754, 0.9289946130842653, 0.9225833477335398, 0.9372705921779512, 0.9227597856150758, 0.9209734988332293, 0.8866699884135382, 0.9339526393438523, 0.9199199919991998]

AdaBoost (RF) (auc): [0.9861690676385777, 0.9041116379353659, 0.9255806266981067, 0.9103660363155954, 0.8968025088145898, 0.9105021345049709, 0.8939162874102893, 0.8823547406586736, 0.8694879516847208, 0.9111485084143933, 0.8944604460446044]

AdaBoost (LGBM) (auc): [0.989219631065979, 0.9247822647984012, 0.9351082370242221, 0.9339008285199296, 0.9278164649294947, 0.9376241403389161, 0.9209571670449224, 0.9184429155009034, 0.8838868409448146, 0.93537145857818, 0.9214771477147714]

Optimized LightGBM (auc): [0.9904427066751162, 0.9208730458258899, 0.9357946827584829, 0.9331548149399861, 0.9249203098387302, 0.9334617795535104, 0.9187542778918549, 0.9175556051932345, 0.8921268170240387, 0.935290940461604, 0.9189328932893288]

XGBoost (precision): [0.9521827906945426, 0.9269181311615945, 0.9350019402405898, 0.9559762271626678, 0.9496010079798404, 0.959541188738269, 0.9477765108323831, 0.9597378277153558, 0.9446584938704028, 0.9240531829170024, 0.9176911856636799]

Boosted CatBoost (precision): [0.9566630711824107, 0.9333333333333333, 0.9432679230619778, 0.9616557734204793, 0.9598010774968918, 0.9628722970216238, 0.9574610244988864, 0.964790023840088, 0.9535732916014606, 0.9387673956262426, 0.9315318976026006]

AdaBoost (RF) (precision): [0.95322776768781, 0.932830857902904, 0.9423191278493558, 0.9619416590701915, 0.9582233948988567, 0.9606486486486486, 0.9501176470588235, 0.9548044802515229, 0.945586671393123, 0.9272875816993464, 0.9264800170976705]

AdaBoost (LGBM) (precision): [0.957732324853003, 0.940192926045016, 0.9460199491492275, 0.9664853101196953, 0.9636588891183151, 0.9672704816797035, 0.9595596495169625, 0.9661173856693205, 0.9558849479442386, 0.9470813976974348, 0.9381294964028777]

Optimized LightGBM (precision): [0.9628274802094493, 0.9395117736012097, 0.9483604947967799, 0.9699165568730787, 0.9628553641834405, 0.9667843055843887, 0.9612420670897552, 0.9677599701826314, 0.9571552471812662, 0.9481571486431754, 0.9405281763360366]

XGBoost (recall): [0.9462375339981868, 0.8912013187718937, 0.9244197199309419, 0.8784385113268608, 0.8647925033467202, 0.8892539621182838, 0.8533880903490759, 0.8660020277120649, 0.8348552855595109, 0.9038423645320197, 0.8720792079207921]

Boosted CatBoost (recall): [0.9491387126019946, 0.9029466309499279, 0.9313255323230386, 0.892799352750809, 0.8858290304073436, 0.9122535755701585, 0.8827515400410678, 0.8889827644474485, 0.8487850177991023, 0.9304433497536946, 0.907920792079208]

AdaBoost (RF) (recall): [0.9323662737987306, 0.8670925200906656, 0.9119508920007673, 0.8537621359223301, 0.8334289539108817, 0.8587166602241979, 0.8291581108829569, 0.8210544102737412, 0.8257235722024454, 0.8945812807881773, 0.8584158415841584]

AdaBoost (LGBM) (recall): [0.9500453309156844, 0.9037708633834741, 0.9278726261269902, 0.8982605177993528, 0.8925224708357239, 0.9081948202551218, 0.8770020533880903, 0.8817167962149375, 0.8384151060207399, 0.9239408866995074, 0.9037623762376238]

Optimized LightGBM (recall): [0.9502266545784224, 0.8961467133731712, 0.9265298292729715, 0.893406148867314, 0.8873589596481163, 0.9000773096250483, 0.8708418891170431, 0.8774923960797567, 0.8540473610896147, 0.9225615763546798, 0.8956435643564357]

